timestamp,mean,max,std,label
03:36:37.568,0.7286,0.7286,0.0,1
03:36:37.868,0.7142,0.7142,0.0,1
03:36:37.969,0.6902,0.6902,0.0,1
03:36:38.273,0.6952,0.6952,0.0,1
03:36:38.483,0.6953,0.6953,0.0,1
03:36:38.649,0.6855,0.6855,0.0,1
03:36:38.788,0.6948,0.6948,0.0,1
03:36:38.993,0.6901,0.6901,0.0,1
03:36:39.198,0.6755,0.6755,0.0,1
03:36:39.467,0.7091,0.7091,0.0,1
03:36:39.670,6.6761,6.6761,0.0,1
03:36:39.874,0.6489,0.6489,0.0,1
03:36:40.058,1.074,1.074,0.0,1
03:36:40.708,0.6874,0.6874,0.0,1
03:36:40.816,0.2448,0.2448,0.0,1
03:36:40.954,0.7255,0.7255,0.0,1
03:36:41.081,0.8889,0.8889,0.0,1
03:36:41.433,0.7025,0.7025,0.0,1
03:36:42.015,1.2794,1.2794,0.0,1
03:36:42.106,0.6583,0.6583,0.0,1
03:36:42.160,0.756,0.756,0.0,1
03:36:42.228,0.6797,0.6797,0.0,1
03:36:44.215,0.7723,0.7723,0.0,1
03:36:44.472,0.6881,0.6881,0.0,1
03:36:44.530,0.6893,0.6893,0.0,1
03:36:44.579,0.6748,0.6748,0.0,1
03:36:44.639,1.8303,1.8303,0.0,1
03:36:44.722,0.8495,0.8495,0.0,1
03:36:44.827,0.7118,0.7118,0.0,1
03:36:44.988,0.6923,0.6923,0.0,1
03:36:45.081,1.2762,1.2762,0.0,1
03:36:45.219,0.384,0.384,0.0,1
03:36:45.346,0.6826,0.6826,0.0,1
03:36:45.473,0.7013,0.7013,0.0,1
03:36:45.645,0.5042,0.5042,0.0,1
03:36:45.861,1.6919,1.6919,0.0,1
03:36:46.233,0.7054,0.7054,0.0,1
03:36:46.315,0.7194,0.7194,0.0,1
03:36:46.430,0.6178,0.6178,0.0,1
03:36:46.591,0.2675,0.2675,0.0,1
03:36:46.729,0.6884,0.6884,0.0,1
03:36:47.025,0.7027,0.7027,0.0,1
03:36:47.141,0.5935,0.5935,0.0,1
03:36:47.280,1.0441,1.0441,0.0,1
03:36:47.406,0.6889,0.6889,0.0,1
03:36:47.616,2.3518,2.3518,0.0,1
03:36:47.888,0.5852,0.5852,0.0,1
03:36:48.037,0.6522,0.6522,0.0,1
03:36:48.208,0.6998,0.6998,0.0,1
03:36:48.369,0.6801,0.6801,0.0,1
03:36:48.468,0.786,0.786,0.0,1
03:36:48.590,1.3445,1.3445,0.0,1
03:36:48.661,0.6831,0.6831,0.0,1
03:36:48.777,0.6965,0.6965,0.0,1
03:36:48.914,0.7323,0.7323,0.0,1
03:36:48.974,1.185,1.185,0.0,1
03:36:49.136,0.6773,0.6773,0.0,1
03:36:49.360,0.6954,0.6954,0.0,1
03:36:49.614,0.559,0.559,0.0,1
03:36:49.727,0.1079,0.1079,0.0,1
03:36:49.954,0.6767,0.6767,0.0,1
03:36:50.131,4.4918,4.4918,0.0,1
03:36:50.245,0.4004,0.4004,0.0,1
03:36:50.890,0.1112,0.1112,0.0,1
03:36:51.001,0.6583,0.6583,0.0,1
03:36:51.150,23.2191,23.2191,0.0,1
03:36:51.296,0.5695,0.5695,0.0,1
03:36:51.540,0.7262,0.7262,0.0,1
03:36:51.734,0.6642,0.6642,0.0,1
03:36:51.884,0.0736,0.0736,0.0,1
03:36:52.130,0.6165,0.6165,0.0,1
03:36:52.265,0.6023,0.6023,0.0,1
03:36:52.412,0.6959,0.6959,0.0,1
03:36:52.575,0.6555,0.6555,0.0,1
03:36:52.737,0.6611,0.6611,0.0,1
03:36:52.961,1.1169,1.1169,0.0,1
03:36:53.111,0.6528,0.6528,0.0,1
03:36:53.474,5.2409,5.2409,0.0,1
03:36:53.611,0.526,0.526,0.0,1
03:36:53.980,0.6989,0.6989,0.0,1
03:36:54.097,0.6676,0.6676,0.0,1
03:36:54.235,1.0173,1.0173,0.0,1
03:36:54.442,0.7106,0.7106,0.0,1
03:36:54.591,0.7069,0.7069,0.0,1
03:36:54.719,0.6631,0.6631,0.0,1
03:36:54.991,0.3273,0.3273,0.0,1
03:36:55.258,0.8863,0.8863,0.0,1
03:36:55.481,0.4448,0.4448,0.0,1
03:36:55.905,48.0762,48.0762,0.0,1
03:36:56.090,0.6824,0.6824,0.0,1
03:36:56.201,0.2885,0.2885,0.0,1
03:36:56.525,0.663,0.663,0.0,1
03:36:56.657,35.3193,35.3193,0.0,1
03:36:56.839,0.2139,0.2139,0.0,1
03:36:57.171,2.8342,2.8342,0.0,1
03:36:57.251,0.666,0.666,0.0,1
03:36:57.860,1.8124,1.8124,0.0,1
03:36:58.139,0.5292,0.5292,0.0,1
03:36:58.536,0.3046,0.3046,0.0,1
03:36:58.631,0.6858,0.6858,0.0,1
03:36:58.828,1.0425,1.0425,0.0,1
03:36:59.001,0.5471,0.5471,0.0,1
03:36:59.139,0.682,0.682,0.0,1
03:37:02.536,0.677,0.677,0.0,1
03:37:02.605,1.1683,1.1683,0.0,1
03:37:02.685,0.0058,0.0058,0.0,1
03:37:02.824,0.6652,0.6652,0.0,1
03:37:02.972,0.6707,0.6707,0.0,1
03:37:03.088,0.5273,0.5273,0.0,1
03:37:03.204,0.5619,0.5619,0.0,1
03:37:03.354,0.6264,0.6264,0.0,1
03:37:03.561,0.672,0.672,0.0,1
03:37:03.732,0.6438,0.6438,0.0,1
03:37:03.870,1.4025,1.4025,0.0,1
03:37:04.020,0.6744,0.6744,0.0,1
